1;tench
1;tinca tinca
2;goldfish
2;carassius auratus
3;great white shark
3;white shark
3;man-eater
3;man-eating shark
3;carcharodon carcharias
4;tiger shark
4;galeocerdo cuvieri
5;hammerhead
5;hammerhead shark
6;electric ray
6;crampfish
6;numbfish
6;torpedo
7;stingray
8;cock
9;hen
10;ostrich
10;struthio camelus
11;brambling
11;fringilla montifringilla
12;goldfinch
12;carduelis carduelis
13;house finch
13;linnet
13;carpodacus mexicanus
14;junco
14;snowbird
15;indigo bunting
15;indigo finch
15;indigo bird
15;passerina cyanea
16;robin
16;american robin
16;turdus migratorius
17;bulbul
18;jay
19;magpie
20;chickadee
21;water ouzel
21;dipper
22;kite
23;bald eagle
23;american eagle
23;haliaeetus leucocephalus
24;vulture
25;great grey owl
25;great gray owl
25;strix nebulosa
26;european fire salamander
26;salamandra salamandra
27;common newt
27;triturus vulgaris
28;eft
29;spotted salamander
29;ambystoma maculatum
30;axolotl
30;mud puppy
30;ambystoma mexicanum
31;bullfrog
31;rana catesbeiana
32;tree frog
32;tree-frog
33;tailed frog
33;bell toad
33;ribbed toad
33;tailed toad
33;ascaphus trui
34;loggerhead
34;loggerhead turtle
34;caretta caretta
35;leatherback turtle
35;leatherback
35;leathery turtle
35;dermochelys coriacea
36;mud turtle
37;terrapin
38;box turtle
38;box tortoise
39;banded gecko
40;common iguana
40;iguana
40;iguana iguana
41;american chameleon
41;anole
41;anolis carolinensis
42;whiptail
42;whiptail lizard
43;agama
44;frilled lizard
44;chlamydosaurus kingi
45;alligator lizard
46;gila monster
46;heloderma suspectum
47;green lizard
47;lacerta viridis
48;african chameleon
48;chamaeleo chamaeleon
49;komodo dragon
49;komodo lizard
49;dragon lizard
49;giant lizard
49;varanus komodoensis
50;african crocodile
50;nile crocodile
50;crocodylus niloticus
51;american alligator
51;alligator mississipiensis
52;triceratops
53;thunder snake
53;worm snake
53;carphophis amoenus
54;ringneck snake
54;ring-necked snake
54;ring snake
55;hognose snake
55;puff adder
55;sand viper
56;green snake
56;grass snake
57;king snake
57;kingsnake
58;garter snake
59;water snake
60;vine snake
61;night snake
61;hypsiglena torquata
62;boa constrictor
62;constrictor constrictor
63;rock python
63;rock snake
63;python sebae
64;indian cobra
64;naja naja
65;green mamba
66;sea snake
67;horned viper
67;cerastes
67;horned asp
67;cerastes cornutus
68;diamondback
68;diamondback rattlesnake
68;crotalus adamanteus
69;sidewinder
69;horned rattlesnake
69;crotalus cerastes
70;trilobite
71;harvestman
71;daddy longlegs
71;phalangium opilio
72;scorpion
73;black and gold garden spider
73;argiope aurantia
74;barn spider
74;araneus cavaticus
75;garden spider
75;aranea diademata
76;black widow
76;latrodectus mactans
77;tarantula
78;wolf spider
78;hunting spider
79;tick
80;centipede
81;black grouse
82;ptarmigan
83;ruffed grouse
83;bonasa umbellus
84;prairie chicken
84;prairie grouse
84;prairie fowl
85;peacock
86;quail
87;partridge
88;african grey
88;african gray
88;psittacus erithacus
89;macaw
90;sulphur-crested cockatoo
90;kakatoe galerita
90;cacatua galerita
91;lorikeet
92;coucal
93;bee eater
94;hornbill
95;hummingbird
96;jacamar
97;toucan
98;drake
99;red-breasted merganser
99;mergus serrator
100;goose
101;black swan
101;cygnus atratus
102;tusker
103;echidna
103;spiny anteater
103;anteater
104;platypus
104;duckbill
104;duckbilled platypus
104;duck-billed platypus
104;ornithorhynchus anatinus
105;wallaby
105;brush kangaroo
106;koala
106;koala bear
106;kangaroo bear
106;native bear
106;phascolarctos cinereus
107;wombat
108;jellyfish
109;sea anemone
109;anemone
110;brain coral
111;flatworm
111;platyhelminth
112;nematode
112;nematode worm
112;roundworm
113;conch
114;snail
115;slug
116;sea slug
116;nudibranch
117;chiton
117;coat-of-mail shell
117;sea cradle
117;polyplacophore
118;chambered nautilus
118;pearly nautilus
118;nautilus
119;dungeness crab
119;cancer magister
120;rock crab
120;cancer irroratus
121;fiddler crab
122;king crab
122;alaska crab
122;alaskan king crab
122;alaska king crab
122;paralithodes camtschatica
123;american lobster
123;northern lobster
123;maine lobster
123;homarus americanus
124;spiny lobster
124;langouste
124;rock lobster
124;crawfish
124;sea crawfish
125;crayfish
125;crawdad
125;crawdaddy
126;hermit crab
127;isopod
128;white stork
128;ciconia ciconia
129;black stork
129;ciconia nigra
130;spoonbill
131;flamingo
132;little blue heron
132;egretta caerulea
133;american egret
133;great white heron
133;egretta albus
134;bittern
135;crane
136;limpkin
136;aramus pictus
137;european gallinule
137;porphyrio porphyrio
138;american coot
138;marsh hen
138;mud hen
138;water hen
138;fulica americana
139;bustard
140;ruddy turnstone
140;arenaria interpres
141;red-backed sandpiper
141;dunlin
141;erolia alpina
142;redshank
142;tringa totanus
143;dowitcher
144;oystercatcher
144;oyster catcher
145;pelican
146;king penguin
146;aptenodytes patagonica
147;albatross
147;mollymawk
148;grey whale
148;gray whale
148;devilfish
148;eschrichtius gibbosus
148;eschrichtius robustus
149;killer whale
149;killer
149;orca
149;grampus
149;sea wolf
149;orcinus orca
150;dugong
150;dugong dugon
151;sea lion
152;chihuahua
153;japanese spaniel
154;maltese dog
154;maltese terrier
154;maltese
155;pekinese
155;pekingese
155;peke
156;shih-tzu
157;blenheim spaniel
158;papillon
159;toy terrier
160;rhodesian ridgeback
161;afghan hound
161;afghan
162;basset
162;basset hound
163;beagle
164;bloodhound
164;sleuthhound
165;bluetick
166;black-and-tan coonhound
167;walker hound
167;walker foxhound
168;english foxhound
169;redbone
170;borzoi
170;russian wolfhound
171;irish wolfhound
172;italian greyhound
173;whippet
174;ibizan hound
174;ibizan podenco
175;norwegian elkhound
175;elkhound
176;otterhound
176;otter hound
177;saluki
177;gazelle hound
178;scottish deerhound
178;deerhound
179;weimaraner
180;staffordshire bullterrier
180;staffordshire bull terrier
181;american staffordshire terrier
181;staffordshire terrier
181;american pit bull terrier
181;pit bull terrier
182;bedlington terrier
183;border terrier
184;kerry blue terrier
185;irish terrier
186;norfolk terrier
187;norwich terrier
188;yorkshire terrier
189;wire-haired fox terrier
190;lakeland terrier
191;sealyham terrier
191;sealyham
192;airedale
192;airedale terrier
193;cairn
193;cairn terrier
194;australian terrier
195;dandie dinmont
195;dandie dinmont terrier
196;boston bull
196;boston terrier
197;miniature schnauzer
198;giant schnauzer
199;standard schnauzer
200;scotch terrier
200;scottish terrier
200;scottie
201;tibetan terrier
201;chrysanthemum dog
202;silky terrier
202;sydney silky
203;soft-coated wheaten terrier
204;west highland white terrier
205;lhasa
205;lhasa apso
206;flat-coated retriever
207;curly-coated retriever
208;golden retriever
209;labrador retriever
210;chesapeake bay retriever
211;german short-haired pointer
212;vizsla
212;hungarian pointer
213;english setter
214;irish setter
214;red setter
215;gordon setter
216;brittany spaniel
217;clumber
217;clumber spaniel
218;english springer
218;english springer spaniel
219;welsh springer spaniel
220;cocker spaniel
220;english cocker spaniel
220;cocker
221;sussex spaniel
222;irish water spaniel
223;kuvasz
224;schipperke
225;groenendael
226;malinois
227;briard
228;kelpie
229;komondor
230;old english sheepdog
230;bobtail
231;shetland sheepdog
231;shetland sheep dog
231;shetland
232;collie
233;border collie
234;bouvier des flandres
234;bouviers des flandres
235;rottweiler
236;german shepherd
236;german shepherd dog
236;german police dog
236;alsatian
237;doberman
237;doberman pinscher
238;miniature pinscher
239;greater swiss mountain dog
240;bernese mountain dog
241;appenzeller
242;entlebucher
243;boxer
244;bull mastiff
245;tibetan mastiff
246;french bulldog
247;great dane
248;saint bernard
248;st bernard
249;eskimo dog
249;husky
250;malamute
250;malemute
250;alaskan malamute
251;siberian husky
252;dalmatian
252;coach dog
252;carriage dog
253;affenpinscher
253;monkey pinscher
253;monkey dog
254;basenji
255;pug
255;pug-dog
256;leonberg
257;newfoundland
257;newfoundland dog
258;great pyrenees
259;samoyed
259;samoyede
260;pomeranian
261;chow
261;chow chow
262;keeshond
263;brabancon griffon
264;pembroke
264;pembroke welsh corgi
265;cardigan welsh corgi
266;toy poodle
267;miniature poodle
268;standard poodle
269;mexican hairless
270;timber wolf
270;grey wolf
270;gray wolf
270;canis lupus
271;white wolf
271;arctic wolf
271;canis lupus tundrarum
272;red wolf
272;maned wolf
272;canis rufus
272;canis niger
273;coyote
273;prairie wolf
273;brush wolf
273;canis latrans
274;dingo
274;warrigal
274;warragal
274;canis dingo
275;dhole
275;cuon alpinus
276;african hunting dog
276;hyena dog
276;cape hunting dog
276;lycaon pictus
277;hyena
277;hyaena
278;red fox
278;vulpes vulpes
279;kit fox
279;vulpes macrotis
280;arctic fox
280;white fox
280;alopex lagopus
281;grey fox
281;gray fox
281;urocyon cinereoargenteus
282;tabby
282;tabby cat
283;tiger cat
284;persian cat
285;siamese cat
285;siamese
286;egyptian cat
287;cougar
287;puma
287;mountain lion
287;painter
287;felis concolor
288;lynx
288;catamount
289;leopard
289;panthera pardus
290;snow leopard
290;ounce
290;panthera uncia
291;jaguar
291;panther
291;panthera onca
291;felis onca
292;lion
292;king of beasts
292;panthera leo
293;tiger
293;panthera tigris
294;cheetah
294;chetah
294;acinonyx jubatus
295;brown bear
295;bruin
295;ursus arctos
296;american black bear
296;black bear
296;ursus americanus
296;euarctos americanus
297;ice bear
297;polar bear
297;ursus maritimus
297;thalarctos maritimus
298;sloth bear
298;melursus ursinus
298;ursus ursinus
299;mongoose
300;meerkat
300;mierkat
301;tiger beetle
302;ladybug
302;ladybeetle
302;lady beetle
302;ladybird
302;ladybird beetle
303;ground beetle
303;carabid beetle
304;long-horned beetle
304;longicorn
304;longicorn beetle
305;leaf beetle
305;chrysomelid
306;dung beetle
307;rhinoceros beetle
308;weevil
309;fly
310;bee
311;ant
311;emmet
311;pismire
312;grasshopper
312;hopper
313;cricket
314;walking stick
314;walkingstick
314;stick insect
315;cockroach
315;roach
316;mantis
316;mantid
317;cicada
317;cicala
318;leafhopper
319;lacewing
319;lacewing fly
320;dragonfly
320;darning needle
320;devil's darning needle
320;sewing needle
320;snake feeder
320;snake doctor
320;mosquito hawk
320;skeeter hawk
321;damselfly
322;admiral
323;ringlet
323;ringlet butterfly
324;monarch
324;monarch butterfly
324;milkweed butterfly
324;danaus plexippus
325;cabbage butterfly
326;sulphur butterfly
326;sulfur butterfly
327;lycaenid
327;lycaenid butterfly
328;starfish
328;sea star
329;sea urchin
330;sea cucumber
330;holothurian
331;wood rabbit
331;cottontail
331;cottontail rabbit
332;hare
333;angora
333;angora rabbit
334;hamster
335;porcupine
335;hedgehog
336;fox squirrel
336;eastern fox squirrel
336;sciurus niger
337;marmot
338;beaver
339;guinea pig
339;cavia cobaya
340;sorrel
341;zebra
342;hog
342;pig
342;grunter
342;squealer
343;wild boar
343;boar
343;sus scrofa
344;warthog
345;hippopotamus
345;hippo
345;river horse
345;hippopotamus amphibius
346;ox
347;water buffalo
347;water ox
347;asiatic buffalo
347;bubalus bubalis
348;bison
349;ram
349;tup
350;bighorn
350;bighorn sheep
350;cimarron
350;rocky mountain bighorn
350;rocky mountain sheep
350;ovis canadensis
351;ibex
351;capra ibex
352;hartebeest
353;impala
353;aepyceros melampus
354;gazelle
355;arabian camel
355;dromedary
355;camelus dromedarius
356;llama
357;weasel
358;mink
359;polecat
359;fitch
359;foulmart
359;foumart
359;mustela putorius
360;black-footed ferret
360;ferret
360;mustela nigripes
361;otter
362;skunk
362;wood pussy
363;badger
364;armadillo
365;three-toed sloth
365;ai
365;bradypus tridactylus
366;orangutan
366;orang
366;orangutang
366;pongo pygmaeus
367;gorilla
367;gorilla gorilla
368;chimpanzee
368;chimp
368;pan troglodytes
369;gibbon
369;hylobates lar
370;siamang
370;hylobates syndactylus
370;symphalangus syndactylus
371;guenon
371;guenon monkey
372;patas
372;hussar monkey
372;erythrocebus patas
373;baboon
374;macaque
375;langur
376;colobus
376;colobus monkey
377;proboscis monkey
377;nasalis larvatus
378;marmoset
379;capuchin
379;ringtail
379;cebus capucinus
380;howler monkey
380;howler
381;titi
381;titi monkey
382;spider monkey
382;ateles geoffroyi
383;squirrel monkey
383;saimiri sciureus
384;madagascar cat
384;ring-tailed lemur
384;lemur catta
385;indri
385;indris
385;indri indri
385;indri brevicaudatus
386;indian elephant
386;elephas maximus
387;african elephant
387;loxodonta africana
388;lesser panda
388;red panda
388;bear cat
388;cat bear
388;ailurus fulgens
389;giant panda
389;panda
389;panda bear
389;coon bear
389;ailuropoda melanoleuca
390;barracouta
390;snoek
391;eel
392;coho
392;cohoe
392;coho salmon
392;blue jack
392;silver salmon
392;oncorhynchus kisutch
393;rock beauty
393;holocanthus tricolor
394;anemone fish
395;sturgeon
396;gar
396;garfish
396;garpike
396;billfish
396;lepisosteus osseus
397;lionfish
398;puffer
398;pufferfish
398;blowfish
398;globefish
399;abacus
400;abaya
401;academic gown
401;academic robe
401;judge's robe
402;accordion
402;piano accordion
402;squeeze box
403;acoustic guitar
404;aircraft carrier
404;carrier
404;flattop
404;attack aircraft carrier
405;airliner
406;airship
406;dirigible
407;altar
408;ambulance
409;amphibian
409;amphibious vehicle
410;analog clock
411;apiary
411;bee house
412;apron
413;ashcan
413;trash can
413;garbage can
413;wastebin
413;ash bin
413;ash-bin
413;ashbin
413;dustbin
413;trash barrel
413;trash bin
414;assault rifle
414;assault gun
415;backpack
415;back pack
415;knapsack
415;packsack
415;rucksack
415;haversack
416;bakery
416;bakeshop
416;bakehouse
417;balance beam
417;beam
418;balloon
419;ballpoint
419;ballpoint pen
419;ballpen
419;biro
420;band aid
421;banjo
422;bannister
422;banister
422;balustrade
422;balusters
422;handrail
423;barbell
424;barber chair
425;barbershop
426;barn
427;barometer
428;barrel
428;cask
429;barrow
429;garden cart
429;lawn cart
429;wheelbarrow
430;baseball
431;basketball
432;bassinet
433;bassoon
434;bathing cap
434;swimming cap
435;bath towel
436;bathtub
436;bathing tub
436;bath
437;beach wagon
437;station wagon
437;wagon
437;estate car
437;beach waggon
437;station waggon
437;waggon
438;beacon
438;lighthouse
438;beacon light
438;pharos
439;beaker
440;bearskin
440;busby
440;shako
441;beer bottle
442;beer glass
443;bell cote
443;bell cot
444;bib
445;bicycle-built-for-two
445;tandem bicycle
445;tandem
446;bikini
446;two-piece
447;binder
447;ring-binder
448;binoculars
448;field glasses
448;opera glasses
449;birdhouse
450;boathouse
451;bobsled
451;bobsleigh
451;bob
452;bolo tie
452;bolo
452;bola tie
452;bola
453;bonnet
453;poke bonnet
454;bookcase
455;bookshop
455;bookstore
455;bookstall
456;bottlecap
457;bow
458;bow tie
458;bow-tie
458;bowtie
459;brass
459;memorial tablet
459;plaque
460;brassiere
460;bra
460;bandeau
461;breakwater
461;groin
461;groyne
461;mole
461;bulwark
461;seawall
461;jetty
462;breastplate
462;aegis
462;egis
463;broom
464;bucket
464;pail
465;buckle
466;bulletproof vest
467;bullet train
467;bullet
468;butcher shop
468;meat market
469;cab
469;hack
469;taxi
469;taxicab
470;caldron
470;cauldron
471;candle
471;taper
471;wax light
472;cannon
473;canoe
474;can opener
474;tin opener
475;cardigan
476;car mirror
477;carousel
477;carrousel
477;merry-go-round
477;roundabout
477;whirligig
478;carpenter's kit
478;tool kit
479;carton
480;car wheel
481;cash machine
481;cash dispenser
481;automated teller machine
481;automatic teller machine
481;automated teller
481;automatic teller
481;atm
482;cassette
483;cassette player
484;castle
485;catamaran
486;cd player
487;cello
487;violoncello
488;cellular telephone
488;cellular phone
488;cellphone
488;cell
488;mobile phone
489;chain
490;chainlink fence
491;chain mail
491;ring mail
491;mail
491;chain armor
491;chain armour
491;ring armor
491;ring armour
492;chain saw
492;chainsaw
493;chest
494;chiffonier
494;commode
495;chime
495;bell
496;china cabinet
496;china closet
497;christmas stocking
498;church
498;church building
499;cinema
499;movie theater
499;movie theatre
499;movie house
499;picture palace
500;cleaver
500;meat cleaver
500;chopper
501;cliff dwelling
502;cloak
503;clog
503;geta
503;patten
503;sabot
504;cocktail shaker
505;coffee mug
506;coffeepot
507;coil
507;spiral
507;volute
507;whorl
507;helix
508;combination lock
509;computer keyboard
509;keypad
510;confectionery
510;confectionary
510;candy store
511;container ship
511;containership
511;container vessel
512;convertible
513;corkscrew
513;bottle screw
514;cornet
514;horn
514;trumpet
514;trump
515;cowboy boot
516;cowboy hat
516;ten-gallon hat
517;cradle
518;crane2
519;crash helmet
520;crate
521;crib
521;cot
522;crock pot
523;croquet ball
524;crutch
525;cuirass
526;dam
526;dike
526;dyke
527;desk
528;desktop computer
529;dial telephone
529;dial phone
530;diaper
530;nappy
530;napkin
531;digital clock
532;digital watch
533;dining table
533;board
534;dishrag
534;dishcloth
535;dishwasher
535;dish washer
535;dishwashing machine
536;disk brake
536;disc brake
537;dock
537;dockage
537;docking facility
538;dogsled
538;dog sled
538;dog sleigh
539;dome
540;doormat
540;welcome mat
541;drilling platform
541;offshore rig
542;drum
542;membranophone
542;tympan
543;drumstick
544;dumbbell
545;dutch oven
546;electric fan
546;blower
547;electric guitar
548;electric locomotive
549;entertainment center
550;envelope
551;espresso maker
552;face powder
553;feather boa
553;boa
554;file
554;file cabinet
554;filing cabinet
555;fireboat
556;fire engine
556;fire truck
557;fire screen
557;fireguard
558;flagpole
558;flagstaff
559;flute
559;transverse flute
560;folding chair
561;football helmet
562;forklift
563;fountain
564;fountain pen
565;four-poster
566;freight car
567;french horn
568;frying pan
568;frypan
568;skillet
569;fur coat
570;garbage truck
570;dustcart
571;gasmask
571;respirator
571;gas helmet
572;gas pump
572;gasoline pump
572;petrol pump
572;island dispenser
573;goblet
574;go-kart
575;golf ball
576;golfcart
576;golf cart
577;gondola
578;gong
578;tam-tam
579;gown
580;grand piano
580;grand
581;greenhouse
581;nursery
581;glasshouse
582;grille
582;radiator grille
583;grocery store
583;grocery
583;food market
583;market
584;guillotine
585;hair slide
586;hair spray
587;half track
588;hammer
589;hamper
590;hand blower
590;blow dryer
590;blow drier
590;hair dryer
590;hair drier
591;hand-held computer
591;hand-held microcomputer
592;handkerchief
592;hankie
592;hanky
592;hankey
593;hard disc
593;hard disk
593;fixed disk
594;harmonica
594;mouth organ
594;mouth harp
595;harp
596;harvester
596;reaper
597;hatchet
598;holster
599;home theater
599;home theatre
600;honeycomb
601;hook
601;claw
602;hoopskirt
602;crinoline
603;horizontal bar
603;high bar
604;horse cart
604;horse-cart
605;hourglass
606;ipod
607;iron
607;smoothing iron
608;jack-o'-lantern
609;jean
609;blue jean
609;denim
610;jeep
610;landrover
611;jersey
611;t-shirt
611;tee shirt
612;jigsaw puzzle
613;jinrikisha
613;ricksha
613;rickshaw
614;joystick
615;kimono
616;knee pad
617;knot
618;lab coat
618;laboratory coat
619;ladle
620;lampshade
620;lamp shade
621;laptop
621;laptop computer
622;lawn mower
622;mower
623;lens cap
623;lens cover
624;letter opener
624;paper knife
624;paperknife
625;library
626;lifeboat
627;lighter
627;light
627;igniter
627;ignitor
628;limousine
628;limo
629;liner
629;ocean liner
630;lipstick
630;lip rouge
631;loafer
632;lotion
633;loudspeaker
633;speaker
633;speaker unit
633;loudspeaker system
633;speaker system
634;loupe
634;jeweler's loupe
635;lumbermill
635;sawmill
636;magnetic compass
637;mailbag
637;postbag
638;mailbox
638;letter box
639;maillot
640;tank suit
641;manhole cover
642;maraca
643;marimba
643;xylophone
644;mask
645;matchstick
646;maypole
647;maze
647;labyrinth
648;measuring cup
649;medicine chest
649;medicine cabinet
650;megalith
650;megalithic structure
651;microphone
651;mike
652;microwave
652;microwave oven
653;military uniform
654;milk can
655;minibus
656;miniskirt
656;mini
657;minivan
658;missile
659;mitten
660;mixing bowl
661;mobile home
661;manufactured home
662;model t
663;modem
664;monastery
665;monitor
666;moped
667;mortar
668;mortarboard
669;mosque
670;mosquito net
671;motor scooter
671;scooter
672;mountain bike
672;all-terrain bike
672;off-roader
673;mountain tent
674;mouse
674;computer mouse
675;mousetrap
676;moving van
677;muzzle
678;nail
679;neck brace
680;necklace
681;nipple
682;notebook
682;notebook computer
683;obelisk
684;oboe
684;hautboy
684;hautbois
685;ocarina
685;sweet potato
686;odometer
686;hodometer
686;mileometer
686;milometer
687;oil filter
688;organ
688;pipe organ
689;oscilloscope
689;scope
689;cathode-ray oscilloscope
689;cro
690;overskirt
691;oxcart
692;oxygen mask
693;packet
694;paddle
694;boat paddle
695;paddlewheel
695;paddle wheel
696;padlock
697;paintbrush
698;pajama
698;pyjama
698;pj's
698;jammies
699;palace
700;panpipe
700;pandean pipe
700;syrinx
701;paper towel
702;parachute
702;chute
703;parallel bars
703;bars
704;park bench
705;parking meter
706;passenger car
706;coach
706;carriage
707;patio
707;terrace
708;pay-phone
708;pay-station
709;pedestal
709;plinth
709;footstall
710;pencil box
710;pencil case
711;pencil sharpener
712;perfume
712;essence
713;petri dish
714;photocopier
715;pick
715;plectrum
715;plectron
716;pickelhaube
717;picket fence
717;paling
718;pickup
718;pickup truck
719;pier
720;piggy bank
720;penny bank
721;pill bottle
722;pillow
723;ping-pong ball
724;pinwheel
725;pirate
725;pirate ship
726;pitcher
726;ewer
727;plane
727;carpenter's plane
727;woodworking plane
728;planetarium
729;plastic bag
730;plate rack
731;plow
731;plough
732;plunger
732;plumber's helper
733;polaroid camera
733;polaroid land camera
734;pole
735;police van
735;police wagon
735;paddy wagon
735;patrol wagon
735;black maria
736;poncho
737;pool table
737;billiard table
737;snooker table
738;pop bottle
738;soda bottle
739;pot
739;flowerpot
740;potter's wheel
741;power drill
742;prayer rug
742;prayer mat
743;printer
744;prison
744;prison house
745;projectile
746;projector
747;puck
747;hockey puck
748;punching bag
748;punch bag
748;punching ball
748;punchball
749;purse
750;quill
750;quill pen
751;quilt
751;comforter
751;comfort
751;puff
752;racer
752;race car
752;racing car
753;racket
753;racquet
754;radiator
755;radio
755;wireless
756;radio telescope
756;radio reflector
757;rain barrel
758;recreational vehicle
758;rv
758;r.v.
759;reel
760;reflex camera
761;refrigerator
761;icebox
762;remote control
762;remote
763;restaurant
763;eating house
763;eating place
763;eatery
764;revolver
764;six-gun
764;six-shooter
765;rifle
766;rocking chair
766;rocker
767;rotisserie
768;rubber eraser
768;rubber
768;pencil eraser
769;rugby ball
770;rule
770;ruler
771;running shoe
772;safe
773;safety pin
774;saltshaker
774;salt shaker
775;sandal
776;sarong
777;sax
777;saxophone
778;scabbard
779;scale
779;weighing machine
780;school bus
781;schooner
782;scoreboard
783;screen
783;crt screen
784;screw
785;screwdriver
786;seat belt
786;seatbelt
787;sewing machine
788;shield
788;buckler
789;shoe shop
789;shoe-shop
789;shoe store
790;shoji
791;shopping basket
792;shopping cart
793;shovel
794;shower cap
795;shower curtain
796;ski
797;ski mask
798;sleeping bag
799;slide rule
799;slipstick
800;sliding door
801;slot
801;one-armed bandit
802;snorkel
803;snowmobile
804;snowplow
804;snowplough
805;soap dispenser
806;soccer ball
807;sock
808;solar dish
808;solar collector
808;solar furnace
809;sombrero
810;soup bowl
811;space bar
812;space heater
813;space shuttle
814;spatula
815;speedboat
816;spider web
816;spider's web
817;spindle
818;sports car
818;sport car
819;spotlight
819;spot
820;stage
821;steam locomotive
822;steel arch bridge
823;steel drum
824;stethoscope
825;stole
826;stone wall
827;stopwatch
827;stop watch
828;stove
829;strainer
830;streetcar
830;tram
830;tramcar
830;trolley
830;trolley car
831;stretcher
832;studio couch
832;day bed
833;stupa
833;tope
834;submarine
834;pigboat
834;sub
834;u-boat
835;suit
835;suit of clothes
836;sundial
837;sunglass
838;sunglasses
838;dark glasses
838;shades
839;sunscreen
839;sunblock
839;sun blocker
840;suspension bridge
841;swab
841;swob
841;mop
842;sweatshirt
843;swimming trunks
843;bathing trunks
844;swing
845;switch
845;electric switch
845;electrical switch
846;syringe
847;table lamp
848;tank
848;army tank
848;armored combat vehicle
848;armoured combat vehicle
849;tape player
850;teapot
851;teddy
851;teddy bear
852;television
852;television system
853;tennis ball
854;thatch
854;thatched roof
855;theater curtain
855;theatre curtain
856;thimble
857;thresher
857;thrasher
857;threshing machine
858;throne
859;tile roof
860;toaster
861;tobacco shop
861;tobacconist shop
861;tobacconist
862;toilet seat
863;torch
864;totem pole
865;tow truck
865;tow car
865;wrecker
866;toyshop
867;tractor
868;trailer truck
868;tractor trailer
868;trucking rig
868;rig
868;articulated lorry
868;semi
869;tray
870;trench coat
871;tricycle
871;trike
871;velocipede
872;trimaran
873;tripod
874;triumphal arch
875;trolleybus
875;trolley coach
875;trackless trolley
876;trombone
877;tub
877;vat
878;turnstile
879;typewriter keyboard
880;umbrella
881;unicycle
881;monocycle
882;upright
882;upright piano
883;vacuum
883;vacuum cleaner
884;vase
885;vault
886;velvet
887;vending machine
888;vestment
889;viaduct
890;violin
890;fiddle
891;volleyball
892;waffle iron
893;wall clock
894;wallet
894;billfold
894;notecase
894;pocketbook
895;wardrobe
895;closet
895;press
896;warplane
896;military plane
897;washbasin
897;handbasin
897;washbowl
897;lavabo
897;wash-hand basin
898;washer
898;automatic washer
898;washing machine
899;water bottle
900;water jug
901;water tower
902;whiskey jug
903;whistle
904;wig
905;window screen
906;window shade
907;windsor tie
908;wine bottle
909;wing
910;wok
911;wooden spoon
912;wool
912;woolen
912;woollen
913;worm fence
913;snake fence
913;snake-rail fence
913;virginia fence
914;wreck
915;yawl
916;yurt
917;web site
917;website
917;internet site
917;site
918;comic book
919;crossword puzzle
919;crossword
920;street sign
921;traffic light
921;traffic signal
921;stoplight
922;book jacket
922;dust cover
922;dust jacket
922;dust wrapper
923;menu
924;plate
925;guacamole
926;consomme
927;hot pot
927;hotpot
928;trifle
929;ice cream
929;icecream
930;ice lolly
930;lolly
930;lollipop
930;popsicle
931;french loaf
932;bagel
932;beigel
933;pretzel
934;cheeseburger
935;hotdog
935;hot dog
935;red hot
936;mashed potato
937;head cabbage
938;broccoli
939;cauliflower
940;zucchini
940;courgette
941;spaghetti squash
942;acorn squash
943;butternut squash
944;cucumber
944;cuke
945;artichoke
945;globe artichoke
946;bell pepper
947;cardoon
948;mushroom
949;granny smith
950;strawberry
951;orange
952;lemon
953;fig
954;pineapple
954;ananas
955;banana
956;jackfruit
956;jak
956;jack
957;custard apple
958;pomegranate
959;hay
960;carbonara
961;chocolate sauce
961;chocolate syrup
962;dough
963;meat loaf
963;meatloaf
964;pizza
964;pizza pie
965;potpie
966;burrito
967;red wine
968;espresso
969;cup
970;eggnog
971;alp
972;bubble
973;cliff
973;drop
973;drop-off
974;coral reef
975;geyser
976;lakeside
976;lakeshore
977;promontory
977;headland
977;head
977;foreland
978;sandbar
978;sand bar
979;seashore
979;coast
979;seacoast
979;sea-coast
980;valley
980;vale
981;volcano
982;ballplayer
982;baseball player
983;groom
983;bridegroom
984;scuba diver
985;rapeseed
986;daisy
987;yellow lady's slipper
987;yellow lady-slipper
987;cypripedium calceolus
987;cypripedium parviflorum
988;corn
989;acorn
990;hip
990;rose hip
990;rosehip
991;buckeye
991;horse chestnut
991;conker
992;coral fungus
993;agaric
994;gyromitra
995;stinkhorn
995;carrion fungus
996;earthstar
997;hen-of-the-woods
997;hen of the woods
997;polyporus frondosus
997;grifola frondosa
998;bolete
999;ear
999;spike
999;capitulum
1000;toilet tissue
1000;toilet paper
1000;bathroom tissue
